Student ID,Age,Gender,Question ID,Topic,Difficulty Level,Question Text,Correct Answer,Response,Correct,Response Time (s),Confidence Level,Total Questions Answered,Accuracy (%),Average Response Time (s),Knowledge Gaps,Next Question Difficulty,Suggested Study Topics,Personalized Study Plan
5007,18,Female,Q94,Science,Easy,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,30,2,19,70,8,Algebra,Medium,History,Review fundamental principles
5008,17,Male,Q66,Science,Medium,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,18,3,21,77,10,History,Hard,Biology,Focus on practice questions
5009,16,Female,Q93,History,Medium,Who was the first President of the United States?,George Washington,George Washington,1,14,1,18,79,9,Biology,Medium,Chemistry,Understand mathematical formulas
5010,17,Female,Q97,Science,Hard,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,20,5,18,76,11,Algebra,Easy,Math,Review fundamental principles
5011,15,Female,Q7,General Knowledge,Medium,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,23,5,18,91,15,Geography,Easy,Literature,Learn about historical events
5012,17,Female,Q53,Mathematics,Medium,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,15,3,6,88,17,Geography,Hard,Geography,Study major scientific concepts
5013,18,Male,Q84,Mathematics,Easy,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,14,2,9,93,16,Literature,Easy,Math,Learn about historical events
5014,16,Female,Q14,Geography,Medium,What is the capital of France?,Paris,Paris,1,7,4,19,74,12,Geography,Easy,Algebra,Learn about historical events
5015,17,Female,Q55,Technology,Easy,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,28,1,12,87,17,Physics,Easy,Science,Review fundamental principles
5016,18,Female,Q17,General Knowledge,Easy,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,15,4,17,94,8,Biology,Easy,Science,Focus on practice questions
5017,18,Male,Q66,Science,Hard,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,26,1,19,74,12,Math,Medium,Physics,Review fundamental principles
5018,18,Female,Q83,Technology,Easy,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,19,2,17,89,19,Science,Hard,Math,Review fundamental principles
5019,18,Female,Q59,Geography,Hard,What is the capital of France?,Paris,Paris,1,17,3,23,72,8,Algebra,Hard,History,Understand mathematical formulas
5020,17,Female,Q61,General Knowledge,Easy,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,22,5,9,94,17,Algebra,Hard,History,Review fundamental principles
5021,18,Male,Q60,Literature,Hard,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,7,3,8,87,18,Chemistry,Medium,Chemistry,Review fundamental principles
5022,17,Male,Q2,Technology,Hard,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,9,5,9,70,16,Physics,Medium,Literature,Review fundamental principles
5023,15,Female,Q28,Science,Easy,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,16,4,21,71,14,Algebra,Medium,Science,Learn about historical events
5024,17,Male,Q46,History,Easy,Who was the first President of the United States?,George Washington,George Washington,1,22,2,10,72,19,Chemistry,Hard,Algebra,Learn about historical events
5025,16,Male,Q57,Literature,Hard,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,9,3,25,78,8,Biology,Easy,Literature,Focus on practice questions
5026,15,Female,Q15,General Knowledge,Hard,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,13,2,8,79,9,Science,Easy,Science,Study major scientific concepts
5027,16,Male,Q70,Mathematics,Easy,What is the sum of the angles in a triangle?,180 degrees,Incorrect,0,30,1,8,91,16,History,Medium,Biology,Learn about historical events
5028,15,Female,Q45,Technology,Hard,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,9,2,7,85,20,Geography,Easy,Chemistry,Focus on practice questions
5029,15,Male,Q29,General Knowledge,Easy,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,25,1,13,76,13,Physics,Easy,Physics,Learn about historical events
5030,15,Female,Q85,Geography,Hard,What is the capital of France?,Paris,Paris,1,22,5,23,91,18,History,Medium,Geography,Review fundamental principles
5031,17,Male,Q73,Mathematics,Easy,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,24,2,16,72,12,Physics,Easy,Algebra,Focus on practice questions
5032,15,Female,Q87,Literature,Hard,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,11,2,14,81,13,Literature,Hard,Math,Understand mathematical formulas
5033,15,Male,Q46,General Knowledge,Hard,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,12,5,23,84,16,Chemistry,Medium,Literature,Understand mathematical formulas
5034,18,Male,Q18,Technology,Medium,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,28,3,9,75,10,Physics,Medium,Literature,Review fundamental principles
5035,18,Male,Q27,Science,Medium,What gas do plants absorb during photosynthesis?,Carbon dioxide,Incorrect,0,6,2,20,74,10,Literature,Medium,Biology,Learn about historical events
5036,17,Female,Q97,Mathematics,Hard,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,10,5,12,80,20,Science,Hard,Geography,Study major scientific concepts
5037,18,Female,Q7,Science,Hard,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,20,4,12,78,9,Math,Medium,Geography,Review fundamental principles
5038,15,Female,Q44,Science,Hard,What gas do plants absorb during photosynthesis?,Carbon dioxide,Incorrect,0,7,4,8,89,16,History,Medium,History,Focus on practice questions
5039,17,Male,Q5,General Knowledge,Medium,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,23,2,16,86,19,Science,Medium,Chemistry,Focus on practice questions
5040,15,Male,Q49,Technology,Hard,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,10,2,16,91,18,Geography,Medium,Chemistry,Learn about historical events
5041,16,Female,Q94,Geography,Hard,What is the capital of France?,Paris,Paris,1,13,4,18,81,20,Algebra,Hard,Chemistry,Understand mathematical formulas
5042,15,Male,Q74,History,Easy,Who was the first President of the United States?,George Washington,George Washington,1,16,2,5,79,13,Geography,Medium,Math,Understand mathematical formulas
5043,18,Female,Q37,History,Medium,Who was the first President of the United States?,George Washington,George Washington,1,17,3,25,93,16,Biology,Easy,Chemistry,Study major scientific concepts
5044,16,Female,Q91,Science,Medium,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,14,2,9,95,13,Biology,Medium,Chemistry,Understand mathematical formulas
5045,18,Male,Q3,Geography,Hard,What is the capital of France?,Paris,Paris,1,15,1,7,79,15,Literature,Medium,Science,Review fundamental principles
5046,15,Male,Q4,General Knowledge,Easy,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,17,4,11,95,12,Biology,Medium,Science,Focus on practice questions
5047,17,Male,Q99,Literature,Easy,Who wrote 'Romeo and Juliet'?,William Shakespeare,Incorrect,0,14,5,5,71,11,Physics,Easy,Science,Study major scientific concepts
5048,15,Male,Q65,History,Easy,Who was the first President of the United States?,George Washington,George Washington,1,21,5,10,71,13,Geography,Easy,History,Focus on practice questions
5049,15,Male,Q62,Mathematics,Easy,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,20,1,17,75,19,Math,Medium,Math,Focus on practice questions
5050,18,Male,Q12,Science,Hard,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,26,2,18,76,14,Physics,Medium,History,Understand mathematical formulas
5051,17,Female,Q36,Literature,Easy,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,28,5,8,90,18,Geography,Hard,Algebra,Focus on practice questions
5052,16,Female,Q37,General Knowledge,Hard,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,9,2,17,88,18,Chemistry,Medium,Chemistry,Review fundamental principles
5053,15,Male,Q92,Science,Easy,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,16,4,8,78,20,Math,Hard,Algebra,Focus on practice questions
5054,15,Female,Q15,Literature,Easy,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,7,1,15,75,13,Algebra,Easy,Literature,Learn about historical events
5055,15,Male,Q15,Technology,Easy,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,23,4,9,70,16,Algebra,Easy,Biology,Review fundamental principles
5056,16,Female,Q51,Science,Easy,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,26,3,10,82,10,History,Hard,Biology,Understand mathematical formulas
5057,17,Female,Q5,Literature,Easy,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,19,5,22,81,18,Literature,Hard,Physics,Focus on practice questions
5058,15,Female,Q32,Geography,Medium,What is the capital of France?,Paris,Paris,1,15,4,23,78,18,Chemistry,Hard,Math,Learn about historical events
5059,18,Male,Q47,History,Medium,Who was the first President of the United States?,George Washington,George Washington,1,6,2,6,90,17,Math,Hard,Physics,Understand mathematical formulas
5060,18,Male,Q35,Mathematics,Easy,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,9,5,25,85,17,Geography,Medium,Literature,Understand mathematical formulas
5061,18,Male,Q89,Geography,Hard,What is the capital of France?,Paris,Paris,1,16,1,19,91,16,Algebra,Easy,Geography,Learn about historical events
5062,15,Female,Q94,Mathematics,Hard,What is the sum of the angles in a triangle?,180 degrees,Incorrect,0,23,1,20,80,15,Algebra,Medium,Chemistry,Study major scientific concepts
5063,18,Female,Q90,History,Hard,Who was the first President of the United States?,George Washington,George Washington,1,5,5,13,80,17,Geography,Hard,Biology,Understand mathematical formulas
5064,16,Female,Q97,Geography,Hard,What is the capital of France?,Paris,Paris,1,5,2,12,83,16,History,Medium,Science,Learn about historical events
5065,18,Female,Q95,General Knowledge,Medium,Which is the largest planet in our solar system?,Jupiter,Incorrect,0,8,1,7,95,17,History,Medium,Geography,Study major scientific concepts
5066,15,Female,Q26,Geography,Easy,What is the capital of France?,Paris,Paris,1,28,4,8,91,13,Math,Easy,Chemistry,Understand mathematical formulas
5067,15,Female,Q32,Technology,Hard,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,6,5,20,86,14,Algebra,Medium,Science,Study major scientific concepts
5068,15,Male,Q13,Mathematics,Easy,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,14,5,19,73,12,Geography,Hard,Algebra,Understand mathematical formulas
5069,17,Male,Q60,Literature,Medium,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,10,4,18,83,9,Science,Medium,Biology,Review fundamental principles
5070,18,Female,Q72,General Knowledge,Medium,Which is the largest planet in our solar system?,Jupiter,Incorrect,0,8,3,21,79,15,Physics,Easy,Chemistry,Understand mathematical formulas
5071,17,Female,Q36,Literature,Hard,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,25,4,10,80,16,History,Easy,Literature,Study major scientific concepts
5072,17,Male,Q89,History,Easy,Who was the first President of the United States?,George Washington,George Washington,1,7,4,19,76,10,Science,Hard,Geography,Focus on practice questions
5073,16,Female,Q97,Science,Easy,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,24,3,19,91,11,Algebra,Hard,Physics,Understand mathematical formulas
5074,18,Female,Q53,History,Easy,Who was the first President of the United States?,George Washington,George Washington,1,11,5,17,79,8,Biology,Medium,History,Understand mathematical formulas
5075,18,Male,Q22,Mathematics,Hard,What is the sum of the angles in a triangle?,180 degrees,Incorrect,0,15,3,24,85,17,Algebra,Easy,Chemistry,Learn about historical events
5076,16,Female,Q24,Technology,Hard,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,19,1,12,71,11,History,Easy,Science,Focus on practice questions
5077,18,Female,Q96,General Knowledge,Hard,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,30,4,8,74,12,History,Medium,Biology,Study major scientific concepts
5078,18,Male,Q11,Mathematics,Medium,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,21,2,10,79,16,History,Hard,Geography,Learn about historical events
5079,17,Female,Q100,Mathematics,Hard,What is the sum of the angles in a triangle?,180 degrees,Incorrect,0,5,2,19,81,10,Physics,Medium,Algebra,Learn about historical events
5080,18,Female,Q53,Mathematics,Medium,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,12,3,8,74,18,Biology,Hard,Algebra,Study major scientific concepts
5081,17,Male,Q62,History,Easy,Who was the first President of the United States?,George Washington,George Washington,1,28,1,13,72,18,Chemistry,Medium,Biology,Study major scientific concepts
5082,15,Male,Q81,Science,Medium,What gas do plants absorb during photosynthesis?,Carbon dioxide,Incorrect,0,7,4,14,83,18,Biology,Easy,Literature,Study major scientific concepts
5083,16,Female,Q74,Geography,Medium,What is the capital of France?,Paris,Incorrect,0,25,5,15,90,11,Physics,Easy,Algebra,Review fundamental principles
5084,15,Male,Q46,Mathematics,Hard,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,9,3,11,72,11,Algebra,Medium,Algebra,Learn about historical events
5085,16,Male,Q49,Technology,Medium,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,19,5,19,83,9,Physics,Medium,Chemistry,Understand mathematical formulas
5086,16,Male,Q10,Literature,Easy,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,18,4,17,73,18,History,Medium,Biology,Study major scientific concepts
5087,18,Male,Q56,Mathematics,Medium,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,18,1,17,82,9,Algebra,Hard,Chemistry,Learn about historical events
5088,17,Male,Q6,History,Easy,Who was the first President of the United States?,George Washington,George Washington,1,11,5,7,94,18,Geography,Hard,Geography,Understand mathematical formulas
5089,18,Female,Q34,General Knowledge,Medium,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,21,5,13,83,17,History,Hard,Science,Learn about historical events
5090,17,Female,Q69,Mathematics,Easy,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,30,2,10,70,10,Science,Easy,Algebra,Focus on practice questions
5091,18,Male,Q5,History,Easy,Who was the first President of the United States?,George Washington,George Washington,1,19,4,20,79,17,Biology,Hard,Literature,Understand mathematical formulas
5092,18,Male,Q7,Literature,Easy,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,16,2,12,77,9,Geography,Hard,Physics,Study major scientific concepts
5093,15,Female,Q52,Science,Easy,What gas do plants absorb during photosynthesis?,Carbon dioxide,Incorrect,0,18,3,12,86,11,Chemistry,Easy,Literature,Study major scientific concepts
5094,16,Female,Q65,Literature,Medium,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,18,2,21,93,20,History,Hard,Geography,Understand mathematical formulas
5095,15,Male,Q74,Literature,Hard,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,23,2,6,89,12,Chemistry,Easy,Literature,Review fundamental principles
5096,17,Female,Q52,Geography,Hard,What is the capital of France?,Paris,Paris,1,14,3,17,91,16,Literature,Hard,Science,Understand mathematical formulas
5097,18,Male,Q65,History,Easy,Who was the first President of the United States?,George Washington,George Washington,1,15,2,6,92,9,Science,Easy,History,Study major scientific concepts
5098,17,Female,Q50,Literature,Hard,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,16,3,9,77,19,Geography,Hard,Algebra,Study major scientific concepts
5099,17,Female,Q13,History,Hard,Who was the first President of the United States?,George Washington,George Washington,1,30,4,6,91,20,Literature,Easy,Chemistry,Study major scientific concepts
5100,15,Male,Q41,Science,Hard,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,8,4,21,76,9,Algebra,Easy,Geography,Study major scientific concepts
5101,15,Female,Q61,Mathematics,Easy,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,7,5,12,89,11,Biology,Easy,Algebra,Understand mathematical formulas
5102,18,Male,Q82,Mathematics,Medium,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,16,3,22,87,20,Geography,Hard,Chemistry,Learn about historical events
5103,18,Male,Q98,Geography,Easy,What is the capital of France?,Paris,Paris,1,15,3,22,83,15,Chemistry,Hard,Chemistry,Study major scientific concepts
5104,17,Female,Q52,General Knowledge,Easy,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,14,1,18,95,11,Biology,Medium,Geography,Study major scientific concepts
5105,17,Male,Q96,History,Hard,Who was the first President of the United States?,George Washington,Incorrect,0,16,2,10,79,18,Literature,Medium,Literature,Review fundamental principles
5106,15,Female,Q23,General Knowledge,Medium,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,9,3,9,82,11,Science,Hard,Biology,Focus on practice questions
5107,15,Female,Q52,General Knowledge,Easy,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,9,1,21,90,14,Math,Medium,Math,Learn about historical events
5108,17,Female,Q82,Technology,Hard,Who is the founder of Microsoft?,Bill Gates,Incorrect,0,25,4,13,73,14,Physics,Hard,Literature,Understand mathematical formulas
5109,17,Male,Q69,History,Easy,Who was the first President of the United States?,George Washington,George Washington,1,8,1,11,73,19,Geography,Hard,Geography,Understand mathematical formulas
5110,15,Male,Q78,Geography,Medium,What is the capital of France?,Paris,Paris,1,9,4,22,91,12,Geography,Medium,Geography,Review fundamental principles
5111,15,Male,Q68,Mathematics,Hard,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,5,3,10,87,20,Algebra,Medium,History,Understand mathematical formulas
5112,18,Female,Q48,Technology,Hard,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,26,4,23,73,14,History,Easy,Algebra,Study major scientific concepts
5113,15,Male,Q98,General Knowledge,Easy,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,8,2,21,76,11,Math,Medium,Biology,Focus on practice questions
5114,17,Male,Q53,Literature,Easy,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,7,4,22,78,16,Geography,Easy,Science,Focus on practice questions
5115,15,Male,Q32,Technology,Hard,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,20,5,20,74,18,Geography,Medium,Literature,Focus on practice questions
5116,17,Female,Q26,Technology,Hard,Who is the founder of Microsoft?,Bill Gates,Incorrect,0,26,5,8,72,9,Math,Hard,History,Review fundamental principles
5117,15,Male,Q9,General Knowledge,Easy,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,8,5,23,94,13,Chemistry,Hard,Literature,Review fundamental principles
5118,18,Female,Q54,General Knowledge,Easy,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,26,1,23,91,9,Geography,Medium,Chemistry,Focus on practice questions
5119,15,Male,Q35,Technology,Easy,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,12,5,22,87,12,History,Medium,Algebra,Understand mathematical formulas
5120,18,Male,Q45,Science,Easy,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,12,2,10,90,11,Biology,Easy,Chemistry,Review fundamental principles
5121,18,Female,Q33,History,Medium,Who was the first President of the United States?,George Washington,George Washington,1,25,4,8,70,8,Biology,Easy,History,Review fundamental principles
5122,15,Female,Q74,Technology,Medium,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,7,4,9,92,8,History,Hard,Algebra,Review fundamental principles
5123,18,Female,Q9,Technology,Hard,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,17,3,20,79,19,Literature,Hard,Algebra,Learn about historical events
5124,17,Male,Q32,Science,Medium,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,30,2,17,89,18,Algebra,Easy,Physics,Review fundamental principles
5125,15,Male,Q29,History,Hard,Who was the first President of the United States?,George Washington,George Washington,1,9,5,11,93,20,Math,Hard,Math,Focus on practice questions
5126,15,Male,Q32,Science,Easy,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,13,3,9,93,15,Chemistry,Medium,Algebra,Review fundamental principles
5127,16,Female,Q79,Literature,Easy,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,22,5,25,79,14,Science,Medium,Chemistry,Review fundamental principles
5128,16,Male,Q87,Technology,Hard,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,5,4,17,88,14,Literature,Hard,Chemistry,Understand mathematical formulas
5129,15,Female,Q52,Mathematics,Hard,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,12,1,13,93,11,Chemistry,Medium,Science,Understand mathematical formulas
5130,17,Female,Q26,Literature,Easy,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,19,1,21,95,19,Geography,Easy,Algebra,Learn about historical events
5131,15,Female,Q3,History,Hard,Who was the first President of the United States?,George Washington,George Washington,1,10,4,17,81,17,Algebra,Easy,Physics,Learn about historical events
5132,18,Male,Q53,Mathematics,Hard,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,23,1,14,92,19,Math,Medium,Biology,Understand mathematical formulas
5133,17,Male,Q15,Geography,Medium,What is the capital of France?,Paris,Paris,1,13,4,14,92,9,Math,Medium,Biology,Understand mathematical formulas
5134,16,Male,Q65,Technology,Medium,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,16,3,19,95,10,Chemistry,Medium,Chemistry,Review fundamental principles
5135,15,Male,Q60,General Knowledge,Medium,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,27,1,16,88,8,Chemistry,Medium,Biology,Study major scientific concepts
5136,15,Female,Q53,Technology,Medium,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,8,5,25,87,9,History,Medium,Literature,Study major scientific concepts
5137,15,Female,Q87,Geography,Hard,What is the capital of France?,Paris,Paris,1,8,5,23,91,18,Science,Medium,Science,Learn about historical events
5138,15,Male,Q4,Literature,Medium,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,11,5,18,82,16,Physics,Hard,History,Focus on practice questions
5139,17,Female,Q30,General Knowledge,Hard,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,6,3,9,91,17,Algebra,Hard,Science,Study major scientific concepts
5140,16,Female,Q2,History,Medium,Who was the first President of the United States?,George Washington,George Washington,1,19,2,24,72,10,Chemistry,Easy,Math,Understand mathematical formulas
5141,17,Male,Q32,Geography,Medium,What is the capital of France?,Paris,Paris,1,20,3,24,88,19,Science,Medium,Physics,Learn about historical events
5142,18,Female,Q7,Literature,Medium,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,29,4,15,90,20,Biology,Medium,Physics,Review fundamental principles
5143,15,Male,Q10,History,Hard,Who was the first President of the United States?,George Washington,George Washington,1,18,2,14,77,17,History,Easy,Algebra,Study major scientific concepts
5144,15,Female,Q54,Mathematics,Medium,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,24,2,5,86,13,Biology,Hard,Biology,Understand mathematical formulas
5145,15,Male,Q17,Geography,Easy,What is the capital of France?,Paris,Paris,1,25,4,24,79,14,Physics,Hard,Geography,Focus on practice questions
5146,15,Female,Q41,Science,Easy,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,15,1,5,82,10,Algebra,Hard,Physics,Focus on practice questions
5147,17,Male,Q61,History,Medium,Who was the first President of the United States?,George Washington,Incorrect,0,24,1,11,93,20,Science,Easy,Algebra,Learn about historical events
5148,17,Female,Q45,Technology,Medium,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,28,2,19,86,9,Algebra,Easy,Algebra,Learn about historical events
5149,15,Female,Q99,Geography,Easy,What is the capital of France?,Paris,Paris,1,25,5,12,74,12,Chemistry,Easy,Geography,Understand mathematical formulas
5150,17,Male,Q97,Technology,Hard,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,28,2,24,70,9,Biology,Hard,History,Study major scientific concepts
5151,17,Female,Q21,General Knowledge,Medium,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,16,3,8,76,9,History,Easy,Chemistry,Understand mathematical formulas
5152,15,Female,Q97,Geography,Medium,What is the capital of France?,Paris,Paris,1,27,2,18,85,11,Math,Hard,History,Understand mathematical formulas
5153,18,Male,Q42,History,Hard,Who was the first President of the United States?,George Washington,George Washington,1,22,3,16,89,18,History,Easy,Science,Learn about historical events
5154,18,Male,Q80,Geography,Hard,What is the capital of France?,Paris,Paris,1,27,4,22,93,8,History,Hard,Biology,Study major scientific concepts
5155,16,Male,Q95,Science,Easy,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,14,4,19,85,9,Physics,Easy,Algebra,Understand mathematical formulas
5156,17,Male,Q62,General Knowledge,Easy,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,27,5,24,84,9,Science,Easy,Biology,Review fundamental principles
5157,17,Male,Q29,Literature,Easy,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,21,1,6,92,13,Literature,Hard,History,Focus on practice questions
5158,18,Male,Q41,General Knowledge,Medium,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,11,1,23,94,11,Math,Hard,Literature,Learn about historical events
5159,15,Female,Q78,Geography,Medium,What is the capital of France?,Paris,Paris,1,10,3,18,82,13,Science,Hard,Chemistry,Study major scientific concepts
5160,17,Female,Q54,Technology,Hard,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,26,4,17,70,8,Science,Easy,Chemistry,Learn about historical events
5161,17,Female,Q42,Mathematics,Medium,What is the sum of the angles in a triangle?,180 degrees,180 degrees,1,22,3,17,93,19,Physics,Hard,Math,Study major scientific concepts
5162,16,Female,Q3,Literature,Easy,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,10,1,21,76,15,Physics,Hard,Math,Review fundamental principles
5163,18,Female,Q9,Geography,Easy,What is the capital of France?,Paris,Incorrect,0,5,1,5,73,18,History,Medium,Literature,Focus on practice questions
5164,17,Male,Q61,Science,Hard,What gas do plants absorb during photosynthesis?,Carbon dioxide,Carbon dioxide,1,9,5,8,85,11,History,Hard,Geography,Learn about historical events
5165,15,Male,Q100,General Knowledge,Medium,Which is the largest planet in our solar system?,Jupiter,Incorrect,0,24,2,23,86,8,Geography,Medium,Algebra,Learn about historical events
5166,15,Male,Q4,Geography,Medium,What is the capital of France?,Paris,Paris,1,5,1,24,88,15,Science,Easy,Physics,Understand mathematical formulas
5167,16,Male,Q50,Literature,Medium,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,28,2,11,73,12,Biology,Easy,Geography,Focus on practice questions
5168,15,Female,Q47,History,Hard,Who was the first President of the United States?,George Washington,George Washington,1,27,5,13,80,12,Chemistry,Medium,Science,Study major scientific concepts
5169,17,Male,Q46,Literature,Medium,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,8,3,8,86,9,Chemistry,Medium,Science,Learn about historical events
5170,16,Male,Q14,Geography,Medium,What is the capital of France?,Paris,Paris,1,14,4,23,76,16,Literature,Easy,Math,Learn about historical events
5171,18,Male,Q51,Geography,Easy,What is the capital of France?,Paris,Paris,1,23,1,19,93,15,History,Hard,Science,Study major scientific concepts
5172,18,Female,Q94,Literature,Hard,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare,1,5,2,17,76,8,Algebra,Medium,Chemistry,Study major scientific concepts
5173,17,Male,Q1,Geography,Medium,What is the capital of France?,Paris,Paris,1,21,5,19,81,13,Chemistry,Easy,Biology,Study major scientific concepts
5174,16,Male,Q41,Geography,Medium,What is the capital of France?,Paris,Paris,1,7,4,24,94,9,Chemistry,Hard,Biology,Study major scientific concepts
5175,15,Male,Q64,Technology,Medium,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,24,4,22,89,14,Chemistry,Medium,Literature,Review fundamental principles
5176,15,Male,Q36,Technology,Medium,Who is the founder of Microsoft?,Bill Gates,Bill Gates,1,21,2,10,90,19,Literature,Easy,Biology,Review fundamental principles
5177,17,Male,Q60,General Knowledge,Easy,Which is the largest planet in our solar system?,Jupiter,Jupiter,1,25,3,11,83,14,Science,Easy,Physics,Focus on practice questions
